k,algorithm,edge_group,split,dynamic_stage,value
50,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
50,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
50,BFS2Vec,doi_bioActivity,0.8,4th,1.0
50,BFS2Vec,doi_bioActivity,0.8,1st,1.0
50,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
50,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
50,BFS2Vec,doi_bioActivity,0.8,4th,1.0
50,BFS2Vec,doi_bioActivity,0.8,1st,1.0
50,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
50,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
50,BFS2Vec,doi_bioActivity,0.8,4th,1.0
50,BFS2Vec,doi_bioActivity,0.8,1st,1.0
50,BFS2Vec,doi_bioActivity,0.8,2nd,1.0
50,BFS2Vec,doi_bioActivity,0.8,3rd,1.0
50,BFS2Vec,doi_bioActivity,0.8,4th,1.0
1,BFS2Vec,doi_collectionSpecie,0.8,1st,0.0
1,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.024390243902439025
1,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.03636363636363636
1,BFS2Vec,doi_collectionSpecie,0.8,4th,0.0
1,BFS2Vec,doi_collectionSpecie,0.8,1st,0.008
1,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.0
1,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.0
1,BFS2Vec,doi_collectionSpecie,0.8,4th,0.07142857142857142
1,BFS2Vec,doi_collectionSpecie,0.8,1st,0.008
1,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.011494252873563218
1,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.016666666666666666
1,BFS2Vec,doi_collectionSpecie,0.8,4th,0.0
1,BFS2Vec,doi_collectionSpecie,0.8,1st,0.008
1,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.023529411764705882
1,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.017241379310344827
1,BFS2Vec,doi_collectionSpecie,0.8,4th,0.0
1,BFS2Vec,doi_collectionSpecie,0.8,1st,0.024
1,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.0
1,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.01694915254237288
1,BFS2Vec,doi_collectionSpecie,0.8,4th,0.0
1,BFS2Vec,doi_collectionSpecie,0.8,1st,0.024
1,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.011627906976744186
1,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.0
1,BFS2Vec,doi_collectionSpecie,0.8,4th,0.037037037037037035
1,BFS2Vec,doi_collectionSpecie,0.8,1st,0.008
1,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.023255813953488372
1,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.01694915254237288
1,BFS2Vec,doi_collectionSpecie,0.8,4th,0.034482758620689655
1,BFS2Vec,doi_collectionSpecie,0.8,1st,0.008
1,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.022988505747126436
1,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.017543859649122806
1,BFS2Vec,doi_collectionSpecie,0.8,4th,0.07142857142857142
1,BFS2Vec,doi_collectionSpecie,0.8,1st,0.032
1,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.011363636363636364
1,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.017241379310344827
1,BFS2Vec,doi_collectionSpecie,0.8,4th,0.037037037037037035
1,BFS2Vec,doi_collectionSpecie,0.8,1st,0.008
1,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.011494252873563218
1,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.017543859649122806
1,BFS2Vec,doi_collectionSpecie,0.8,4th,0.07142857142857142
5,BFS2Vec,doi_collectionSpecie,0.8,1st,0.032
5,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.08536585365853659
5,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.12727272727272726
5,BFS2Vec,doi_collectionSpecie,0.8,4th,0.2222222222222222
5,BFS2Vec,doi_collectionSpecie,0.8,1st,0.056
5,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.03571428571428571
5,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.07017543859649122
5,BFS2Vec,doi_collectionSpecie,0.8,4th,0.21428571428571427
5,BFS2Vec,doi_collectionSpecie,0.8,1st,0.064
5,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.06896551724137931
5,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.08333333333333333
5,BFS2Vec,doi_collectionSpecie,0.8,4th,0.13793103448275862
5,BFS2Vec,doi_collectionSpecie,0.8,1st,0.032
5,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.08235294117647059
5,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.10344827586206896
5,BFS2Vec,doi_collectionSpecie,0.8,4th,0.1111111111111111
5,BFS2Vec,doi_collectionSpecie,0.8,1st,0.04
5,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.06896551724137931
5,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.06779661016949153
5,BFS2Vec,doi_collectionSpecie,0.8,4th,0.13793103448275862
5,BFS2Vec,doi_collectionSpecie,0.8,1st,0.064
5,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.08139534883720931
5,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.07142857142857142
5,BFS2Vec,doi_collectionSpecie,0.8,4th,0.14814814814814814
5,BFS2Vec,doi_collectionSpecie,0.8,1st,0.048
5,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.03488372093023256
5,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.06779661016949153
5,BFS2Vec,doi_collectionSpecie,0.8,4th,0.13793103448275862
5,BFS2Vec,doi_collectionSpecie,0.8,1st,0.048
5,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.04597701149425287
5,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.07017543859649122
5,BFS2Vec,doi_collectionSpecie,0.8,4th,0.10714285714285714
5,BFS2Vec,doi_collectionSpecie,0.8,1st,0.072
5,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.056818181818181816
5,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.10344827586206896
5,BFS2Vec,doi_collectionSpecie,0.8,4th,0.2222222222222222
5,BFS2Vec,doi_collectionSpecie,0.8,1st,0.056
5,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.034482758620689655
5,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.07017543859649122
5,BFS2Vec,doi_collectionSpecie,0.8,4th,0.17857142857142858
10,BFS2Vec,doi_collectionSpecie,0.8,1st,0.072
10,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.15853658536585366
10,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.2
10,BFS2Vec,doi_collectionSpecie,0.8,4th,0.4074074074074074
10,BFS2Vec,doi_collectionSpecie,0.8,1st,0.112
10,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.14285714285714285
10,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.14035087719298245
10,BFS2Vec,doi_collectionSpecie,0.8,4th,0.32142857142857145
10,BFS2Vec,doi_collectionSpecie,0.8,1st,0.104
10,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.12643678160919541
10,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.15
10,BFS2Vec,doi_collectionSpecie,0.8,4th,0.3448275862068966
10,BFS2Vec,doi_collectionSpecie,0.8,1st,0.064
10,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.12941176470588237
10,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.20689655172413793
10,BFS2Vec,doi_collectionSpecie,0.8,4th,0.2962962962962963
10,BFS2Vec,doi_collectionSpecie,0.8,1st,0.088
10,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.12643678160919541
10,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.13559322033898305
10,BFS2Vec,doi_collectionSpecie,0.8,4th,0.27586206896551724
10,BFS2Vec,doi_collectionSpecie,0.8,1st,0.128
10,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.11627906976744186
10,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.19642857142857142
10,BFS2Vec,doi_collectionSpecie,0.8,4th,0.37037037037037035
10,BFS2Vec,doi_collectionSpecie,0.8,1st,0.104
10,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.11627906976744186
10,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.1694915254237288
10,BFS2Vec,doi_collectionSpecie,0.8,4th,0.3103448275862069
10,BFS2Vec,doi_collectionSpecie,0.8,1st,0.088
10,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.12643678160919541
10,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.17543859649122806
10,BFS2Vec,doi_collectionSpecie,0.8,4th,0.25
10,BFS2Vec,doi_collectionSpecie,0.8,1st,0.128
10,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.07954545454545454
10,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.15517241379310345
10,BFS2Vec,doi_collectionSpecie,0.8,4th,0.3333333333333333
10,BFS2Vec,doi_collectionSpecie,0.8,1st,0.096
10,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.13793103448275862
10,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.17543859649122806
10,BFS2Vec,doi_collectionSpecie,0.8,4th,0.35714285714285715
15,BFS2Vec,doi_collectionSpecie,0.8,1st,0.112
15,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.2073170731707317
15,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.2909090909090909
15,BFS2Vec,doi_collectionSpecie,0.8,4th,0.5555555555555556
15,BFS2Vec,doi_collectionSpecie,0.8,1st,0.136
15,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.17857142857142858
15,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.22807017543859648
15,BFS2Vec,doi_collectionSpecie,0.8,4th,0.4642857142857143
15,BFS2Vec,doi_collectionSpecie,0.8,1st,0.136
15,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.1839080459770115
15,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.23333333333333334
15,BFS2Vec,doi_collectionSpecie,0.8,4th,0.4827586206896552
15,BFS2Vec,doi_collectionSpecie,0.8,1st,0.136
15,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.17647058823529413
15,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.29310344827586204
15,BFS2Vec,doi_collectionSpecie,0.8,4th,0.48148148148148145
15,BFS2Vec,doi_collectionSpecie,0.8,1st,0.144
15,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.1724137931034483
15,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.2542372881355932
15,BFS2Vec,doi_collectionSpecie,0.8,4th,0.4827586206896552
15,BFS2Vec,doi_collectionSpecie,0.8,1st,0.176
15,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.16279069767441862
15,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.26785714285714285
15,BFS2Vec,doi_collectionSpecie,0.8,4th,0.6296296296296297
15,BFS2Vec,doi_collectionSpecie,0.8,1st,0.136
15,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.18604651162790697
15,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.2542372881355932
15,BFS2Vec,doi_collectionSpecie,0.8,4th,0.4482758620689655
15,BFS2Vec,doi_collectionSpecie,0.8,1st,0.12
15,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.16091954022988506
15,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.22807017543859648
15,BFS2Vec,doi_collectionSpecie,0.8,4th,0.5357142857142857
15,BFS2Vec,doi_collectionSpecie,0.8,1st,0.192
15,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.1590909090909091
15,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.2413793103448276
15,BFS2Vec,doi_collectionSpecie,0.8,4th,0.5185185185185185
15,BFS2Vec,doi_collectionSpecie,0.8,1st,0.152
15,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.21839080459770116
15,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.2807017543859649
15,BFS2Vec,doi_collectionSpecie,0.8,4th,0.5357142857142857
20,BFS2Vec,doi_collectionSpecie,0.8,1st,0.168
20,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.2804878048780488
20,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.4
20,BFS2Vec,doi_collectionSpecie,0.8,4th,0.7407407407407407
20,BFS2Vec,doi_collectionSpecie,0.8,1st,0.2
20,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.25
20,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.3157894736842105
20,BFS2Vec,doi_collectionSpecie,0.8,4th,0.5357142857142857
20,BFS2Vec,doi_collectionSpecie,0.8,1st,0.2
20,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.21839080459770116
20,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.35
20,BFS2Vec,doi_collectionSpecie,0.8,4th,0.5517241379310345
20,BFS2Vec,doi_collectionSpecie,0.8,1st,0.168
20,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.2823529411764706
20,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.3793103448275862
20,BFS2Vec,doi_collectionSpecie,0.8,4th,0.5925925925925926
20,BFS2Vec,doi_collectionSpecie,0.8,1st,0.176
20,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.26436781609195403
20,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.3898305084745763
20,BFS2Vec,doi_collectionSpecie,0.8,4th,0.6551724137931034
20,BFS2Vec,doi_collectionSpecie,0.8,1st,0.224
20,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.20930232558139536
20,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.3392857142857143
20,BFS2Vec,doi_collectionSpecie,0.8,4th,0.7037037037037037
20,BFS2Vec,doi_collectionSpecie,0.8,1st,0.176
20,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.2441860465116279
20,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.3389830508474576
20,BFS2Vec,doi_collectionSpecie,0.8,4th,0.6551724137931034
20,BFS2Vec,doi_collectionSpecie,0.8,1st,0.152
20,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.21839080459770116
20,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.3508771929824561
20,BFS2Vec,doi_collectionSpecie,0.8,4th,0.6785714285714286
20,BFS2Vec,doi_collectionSpecie,0.8,1st,0.216
20,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.22727272727272727
20,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.3275862068965517
20,BFS2Vec,doi_collectionSpecie,0.8,4th,0.5925925925925926
20,BFS2Vec,doi_collectionSpecie,0.8,1st,0.192
20,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.26436781609195403
20,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.3333333333333333
20,BFS2Vec,doi_collectionSpecie,0.8,4th,0.6071428571428571
25,BFS2Vec,doi_collectionSpecie,0.8,1st,0.216
25,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.34146341463414637
25,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.43636363636363634
25,BFS2Vec,doi_collectionSpecie,0.8,4th,0.7777777777777778
25,BFS2Vec,doi_collectionSpecie,0.8,1st,0.232
25,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.36904761904761907
25,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.42105263157894735
25,BFS2Vec,doi_collectionSpecie,0.8,4th,0.6071428571428571
25,BFS2Vec,doi_collectionSpecie,0.8,1st,0.256
25,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.3103448275862069
25,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.45
25,BFS2Vec,doi_collectionSpecie,0.8,4th,0.5862068965517241
25,BFS2Vec,doi_collectionSpecie,0.8,1st,0.232
25,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.3058823529411765
25,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.4827586206896552
25,BFS2Vec,doi_collectionSpecie,0.8,4th,0.6666666666666666
25,BFS2Vec,doi_collectionSpecie,0.8,1st,0.208
25,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.3218390804597701
25,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.423728813559322
25,BFS2Vec,doi_collectionSpecie,0.8,4th,0.7241379310344828
25,BFS2Vec,doi_collectionSpecie,0.8,1st,0.272
25,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.3372093023255814
25,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.42857142857142855
25,BFS2Vec,doi_collectionSpecie,0.8,4th,0.7037037037037037
25,BFS2Vec,doi_collectionSpecie,0.8,1st,0.24
25,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.3023255813953488
25,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.423728813559322
25,BFS2Vec,doi_collectionSpecie,0.8,4th,0.6896551724137931
25,BFS2Vec,doi_collectionSpecie,0.8,1st,0.208
25,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.27586206896551724
25,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.40350877192982454
25,BFS2Vec,doi_collectionSpecie,0.8,4th,0.75
25,BFS2Vec,doi_collectionSpecie,0.8,1st,0.272
25,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.25
25,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.43103448275862066
25,BFS2Vec,doi_collectionSpecie,0.8,4th,0.6666666666666666
25,BFS2Vec,doi_collectionSpecie,0.8,1st,0.232
25,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.3218390804597701
25,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.42105263157894735
25,BFS2Vec,doi_collectionSpecie,0.8,4th,0.7142857142857143
30,BFS2Vec,doi_collectionSpecie,0.8,1st,0.224
30,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.4268292682926829
30,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.5454545454545454
30,BFS2Vec,doi_collectionSpecie,0.8,4th,0.8518518518518519
30,BFS2Vec,doi_collectionSpecie,0.8,1st,0.28
30,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.39285714285714285
30,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.5087719298245614
30,BFS2Vec,doi_collectionSpecie,0.8,4th,0.7142857142857143
30,BFS2Vec,doi_collectionSpecie,0.8,1st,0.32
30,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.3448275862068966
30,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.5166666666666667
30,BFS2Vec,doi_collectionSpecie,0.8,4th,0.6206896551724138
30,BFS2Vec,doi_collectionSpecie,0.8,1st,0.296
30,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.3411764705882353
30,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.5862068965517241
30,BFS2Vec,doi_collectionSpecie,0.8,4th,0.7037037037037037
30,BFS2Vec,doi_collectionSpecie,0.8,1st,0.272
30,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.40229885057471265
30,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.5084745762711864
30,BFS2Vec,doi_collectionSpecie,0.8,4th,0.7241379310344828
30,BFS2Vec,doi_collectionSpecie,0.8,1st,0.328
30,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.38372093023255816
30,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.5714285714285714
30,BFS2Vec,doi_collectionSpecie,0.8,4th,0.7037037037037037
30,BFS2Vec,doi_collectionSpecie,0.8,1st,0.272
30,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.36046511627906974
30,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.4915254237288136
30,BFS2Vec,doi_collectionSpecie,0.8,4th,0.6896551724137931
30,BFS2Vec,doi_collectionSpecie,0.8,1st,0.264
30,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.3793103448275862
30,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.5263157894736842
30,BFS2Vec,doi_collectionSpecie,0.8,4th,0.75
30,BFS2Vec,doi_collectionSpecie,0.8,1st,0.312
30,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.3068181818181818
30,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.5344827586206896
30,BFS2Vec,doi_collectionSpecie,0.8,4th,0.7777777777777778
30,BFS2Vec,doi_collectionSpecie,0.8,1st,0.272
30,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.3793103448275862
30,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.5087719298245614
30,BFS2Vec,doi_collectionSpecie,0.8,4th,0.75
35,BFS2Vec,doi_collectionSpecie,0.8,1st,0.32
35,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.47560975609756095
35,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.6363636363636364
35,BFS2Vec,doi_collectionSpecie,0.8,4th,0.8518518518518519
35,BFS2Vec,doi_collectionSpecie,0.8,1st,0.344
35,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.47619047619047616
35,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.543859649122807
35,BFS2Vec,doi_collectionSpecie,0.8,4th,0.75
35,BFS2Vec,doi_collectionSpecie,0.8,1st,0.384
35,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.4367816091954023
35,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.6333333333333333
35,BFS2Vec,doi_collectionSpecie,0.8,4th,0.6206896551724138
35,BFS2Vec,doi_collectionSpecie,0.8,1st,0.328
35,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.4235294117647059
35,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.6551724137931034
35,BFS2Vec,doi_collectionSpecie,0.8,4th,0.7407407407407407
35,BFS2Vec,doi_collectionSpecie,0.8,1st,0.328
35,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.4367816091954023
35,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.5932203389830508
35,BFS2Vec,doi_collectionSpecie,0.8,4th,0.7241379310344828
35,BFS2Vec,doi_collectionSpecie,0.8,1st,0.36
35,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.46511627906976744
35,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.6428571428571429
35,BFS2Vec,doi_collectionSpecie,0.8,4th,0.7407407407407407
35,BFS2Vec,doi_collectionSpecie,0.8,1st,0.312
35,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.4418604651162791
35,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.5932203389830508
35,BFS2Vec,doi_collectionSpecie,0.8,4th,0.6896551724137931
35,BFS2Vec,doi_collectionSpecie,0.8,1st,0.304
35,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.4482758620689655
35,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.6140350877192983
35,BFS2Vec,doi_collectionSpecie,0.8,4th,0.75
35,BFS2Vec,doi_collectionSpecie,0.8,1st,0.36
35,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.38636363636363635
35,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.603448275862069
35,BFS2Vec,doi_collectionSpecie,0.8,4th,0.8148148148148148
35,BFS2Vec,doi_collectionSpecie,0.8,1st,0.32
35,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.42528735632183906
35,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.631578947368421
35,BFS2Vec,doi_collectionSpecie,0.8,4th,0.7857142857142857
40,BFS2Vec,doi_collectionSpecie,0.8,1st,0.368
40,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.5121951219512195
40,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.7272727272727273
40,BFS2Vec,doi_collectionSpecie,0.8,4th,0.9259259259259259
40,BFS2Vec,doi_collectionSpecie,0.8,1st,0.4
40,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.5238095238095238
40,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.5964912280701754
40,BFS2Vec,doi_collectionSpecie,0.8,4th,0.7857142857142857
40,BFS2Vec,doi_collectionSpecie,0.8,1st,0.416
40,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.5057471264367817
40,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.7
40,BFS2Vec,doi_collectionSpecie,0.8,4th,0.6551724137931034
40,BFS2Vec,doi_collectionSpecie,0.8,1st,0.36
40,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.4823529411764706
40,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.6551724137931034
40,BFS2Vec,doi_collectionSpecie,0.8,4th,0.8148148148148148
40,BFS2Vec,doi_collectionSpecie,0.8,1st,0.368
40,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.5402298850574713
40,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.6779661016949152
40,BFS2Vec,doi_collectionSpecie,0.8,4th,0.7241379310344828
40,BFS2Vec,doi_collectionSpecie,0.8,1st,0.4
40,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.5581395348837209
40,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.7678571428571429
40,BFS2Vec,doi_collectionSpecie,0.8,4th,0.7407407407407407
40,BFS2Vec,doi_collectionSpecie,0.8,1st,0.368
40,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.4883720930232558
40,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.6779661016949152
40,BFS2Vec,doi_collectionSpecie,0.8,4th,0.7241379310344828
40,BFS2Vec,doi_collectionSpecie,0.8,1st,0.336
40,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.5287356321839081
40,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.6491228070175439
40,BFS2Vec,doi_collectionSpecie,0.8,4th,0.75
40,BFS2Vec,doi_collectionSpecie,0.8,1st,0.4
40,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.4431818181818182
40,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.6551724137931034
40,BFS2Vec,doi_collectionSpecie,0.8,4th,0.8148148148148148
40,BFS2Vec,doi_collectionSpecie,0.8,1st,0.376
40,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.5287356321839081
40,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.6666666666666666
40,BFS2Vec,doi_collectionSpecie,0.8,4th,0.8214285714285714
45,BFS2Vec,doi_collectionSpecie,0.8,1st,0.424
45,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.573170731707317
45,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.7272727272727273
45,BFS2Vec,doi_collectionSpecie,0.8,4th,0.9259259259259259
45,BFS2Vec,doi_collectionSpecie,0.8,1st,0.424
45,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.5833333333333334
45,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.631578947368421
45,BFS2Vec,doi_collectionSpecie,0.8,4th,0.7857142857142857
45,BFS2Vec,doi_collectionSpecie,0.8,1st,0.464
45,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.5287356321839081
45,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.7333333333333333
45,BFS2Vec,doi_collectionSpecie,0.8,4th,0.6896551724137931
45,BFS2Vec,doi_collectionSpecie,0.8,1st,0.408
45,BFS2Vec,doi_collectionSpecie,0.8,2nd,0.5294117647058824
45,BFS2Vec,doi_collectionSpecie,0.8,3rd,0.6724137931034483
45,BFS2Vec,doi_collectionSpecie,0.8,4th,0.8148148148148148
